age,marital,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_management,job_other,job_services,job_technician,education_basic.9y,education_high.school,education_other,education_professional.course,education_university.degree
25,1,1,0,0,7,1,244.0,7,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
41,0,0,0,1,6,4,67.0,2,0,1.4,94.465,-41.8,4.866,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
48,1,0,0,0,8,2,532.0,8,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
32,1,0,0,0,7,4,119.0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
27,0,1,0,0,7,1,194.0,3,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,0,1,0,0,0
48,0,0,0,0,12,1,85.0,2,0,-3.0,92.713,-33.0,0.717,5023.5,0,1,0,0,0,0,0,0,0,0,0,1
57,2,1,0,0,7,2,162.0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
31,1,1,0,0,8,4,188.0,5,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
45,1,1,0,0,6,2,201.0,1,0,-2.9,92.963,-40.8,1.206,5076.2,0,0,0,0,1,0,0,1,0,0,0,0
40,1,0,0,1,5,2,198.0,3,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,1,0,0,0,0,1
45,0,0,0,0,8,3,61.0,3,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
31,0,0,0,0,8,1,393.0,3,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,1,0,0
59,0,1,0,0,7,5,142.0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,1,0,0,0,1,0,0,0,0
55,0,1,0,1,5,4,14.0,1,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
30,0,0,0,0,5,3,155.0,1,1,-1.8,92.893,-46.2,1.281,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
44,0,1,0,0,8,4,146.0,1,0,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,0,1,0,0,0,1,0,0,0
46,0,0,1,0,4,1,222.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
48,0,0,0,0,9,2,99.0,3,1,-3.4,92.379,-29.8,0.819,5017.5,0,0,0,0,0,0,1,1,0,0,0,0
50,0,1,0,0,4,1,143.0,4,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,1,0,0,0,0,0,0,0,1
47,0,0,0,0,8,5,362.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
55,2,0,0,1,6,4,270.0,1,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
33,1,1,1,0,11,5,203.0,1,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,1,0,0,0,0,0,0,1
40,0,1,0,0,11,4,20.0,6,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
37,0,1,1,0,11,5,215.0,1,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
37,1,1,1,1,5,1,56.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
44,0,1,0,1,5,5,147.0,42,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,1,0,0,1,0,0,0,0
43,1,0,1,1,5,2,116.0,2,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
34,0,0,0,0,8,5,147.0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
41,2,0,0,0,8,3,16.0,13,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
32,0,1,0,0,8,2,126.0,3,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
31,0,1,1,0,11,3,117.0,1,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,1,0,0,0,0
32,0,1,0,1,5,2,14.0,6,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
41,0,1,0,1,6,4,109.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,1,0,0,0,0,0,1,0
55,2,1,0,0,11,4,104.0,3,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,1,0,0
38,0,1,0,0,8,1,301.0,2,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
32,0,0,1,0,11,3,49.0,2,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,1,0,0,0,0,0,0,1
50,0,1,0,1,5,5,106.0,3,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,1,0,0,0
36,2,0,0,0,11,1,59.0,1,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,1,0,0,0,1,0,0,0
32,1,1,0,0,11,5,226.0,1,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,0,1,0,0,0,1,0
47,0,1,0,0,12,4,155.0,1,1,-3.0,92.713,-33.0,0.712,5023.5,0,0,0,0,1,0,0,1,0,0,0,0
23,0,1,0,0,5,5,50.0,5,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,1,0,0,0,0,0,1,0,0,0
42,0,1,0,0,4,1,274.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
31,2,1,0,0,7,5,320.0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
47,0,1,0,0,11,5,624.0,1,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,0,1,0,0,1,0,0
43,0,1,0,0,6,2,281.0,1,0,-2.9,92.963,-40.8,1.252,5076.2,0,1,0,0,0,0,0,0,0,0,0,1
31,1,0,0,1,5,4,71.0,1,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
44,0,0,0,0,11,5,77.0,5,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
60,0,0,0,1,7,3,83.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
50,2,1,0,0,7,4,386.0,1,3,-1.7,94.215,-40.3,0.899,4991.6,1,0,0,0,1,0,0,0,0,0,0,1
69,0,1,0,0,11,4,355.0,3,0,-3.4,92.649,-30.1,0.716,5017.5,1,0,0,0,1,0,0,0,0,1,0,0
41,0,0,0,1,7,4,5.0,3,0,1.4,93.918,-42.7,4.968,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
51,0,0,0,1,5,2,20.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
42,2,1,1,0,7,4,464.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
60,0,0,0,1,9,5,618.0,1,1,-1.1,94.199,-37.5,0.879,4963.6,0,0,0,0,1,0,0,0,0,0,1,0
40,2,0,0,0,8,4,46.0,2,0,1.4,93.444,-36.1,4.962,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
34,1,0,0,1,6,4,267.0,2,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
40,0,0,0,0,11,2,113.0,3,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1,0,0,0,0,1,0,0,0,0
44,1,1,0,1,6,1,67.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
40,0,1,0,0,4,4,176.0,1,1,-1.8,93.075,-47.1,1.41,5099.1,0,0,0,0,1,0,0,0,0,0,1,0
36,1,0,0,1,6,2,70.0,10,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
33,0,1,0,0,8,1,140.0,7,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
55,0,0,0,1,5,5,197.0,1,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
33,0,1,0,1,5,4,139.0,2,0,1.1,93.994,-36.4,4.86,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
32,1,1,0,1,6,1,371.0,3,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
37,0,1,0,0,11,5,33.0,8,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
47,0,1,0,0,4,1,238.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
42,1,0,1,0,4,1,144.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,1,0,0,0,0,0,0,0,1
58,0,1,0,1,5,2,174.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
48,0,1,1,0,4,4,429.0,2,0,-1.8,93.075,-47.1,1.435,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
38,0,1,0,0,7,4,69.0,3,0,1.4,93.918,-42.7,4.968,5228.1,0,1,0,0,0,0,0,0,0,1,0,0
29,1,1,0,0,7,4,253.0,2,0,-2.9,92.469,-33.6,1.018,5076.2,1,0,0,0,1,0,0,0,1,0,0,0
38,1,0,0,0,5,3,378.0,2,1,-1.8,92.893,-46.2,1.281,5099.1,1,0,1,0,0,0,0,1,0,0,0,0
33,1,1,0,1,5,5,107.0,2,0,1.1,93.994,-36.4,4.864,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
29,0,0,0,0,11,3,138.0,1,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
29,1,0,0,0,4,1,354.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
32,1,1,0,0,5,2,380.0,1,0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,0,1,0,1,0,0,0
46,0,0,0,1,5,5,135.0,3,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,1,0,0,0,1,0,0,0
44,0,1,0,1,4,4,272.0,2,1,-1.8,93.075,-47.1,1.41,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
59,0,0,0,0,8,3,414.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
31,0,0,0,1,5,2,296.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
28,1,0,0,0,6,1,69.0,1,1,-2.9,92.963,-40.8,1.266,5076.2,1,1,0,0,0,0,0,0,0,0,0,1
55,0,0,0,0,4,5,198.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,1,0,0
29,2,1,0,0,6,3,238.0,3,0,-2.9,92.963,-40.8,1.26,5076.2,1,1,0,0,0,0,0,0,0,0,0,1
43,0,0,0,0,7,1,25.0,30,0,1.4,93.918,-42.7,4.96,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
29,1,0,1,0,4,3,319.0,1,1,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,0,0,0,0,0,1,0,0,0
51,0,1,0,0,8,3,300.0,2,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
38,1,0,0,1,5,5,214.0,2,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
51,0,0,0,0,7,4,229.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
50,0,0,0,1,6,3,373.0,2,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,1,0,0,0,1,0,0,0
54,0,0,0,0,9,1,99.0,1,0,-3.4,92.379,-29.8,0.797,5017.5,0,0,0,0,0,0,1,0,0,0,1,0
33,0,0,0,0,5,3,273.0,2,1,-1.8,92.893,-46.2,1.334,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
57,0,0,0,0,7,1,194.0,3,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,1,0,0,0,0
47,0,1,0,0,7,2,164.0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0,0,0,0,0,1,1,0,0,0,0
29,1,1,0,1,5,1,115.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
45,2,1,1,1,6,5,62.0,4,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
55,0,1,0,0,5,2,139.0,2,1,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
41,2,1,0,1,5,5,149.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
48,0,1,1,0,7,2,72.0,3,0,1.4,93.918,-42.7,4.961,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
33,2,0,0,0,3,4,41.0,2,0,-1.8,92.843,-50.0,1.757,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
32,1,0,1,1,6,5,180.0,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
34,0,1,0,0,5,5,340.0,2,1,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
55,0,0,0,0,8,3,76.0,13,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,1,0,1,0,0,0,0
37,1,1,0,1,6,2,384.0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
46,0,1,1,0,7,3,129.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
44,1,1,0,1,5,5,141.0,2,0,1.1,93.994,-36.4,4.859,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
23,1,0,0,0,3,3,128.0,1,0,-1.8,93.369,-34.8,0.644,5008.7,1,0,0,0,1,0,0,0,1,0,0,0
36,0,1,0,0,5,2,83.0,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
38,0,0,0,0,7,5,610.0,1,0,1.4,93.918,-42.7,4.957,5228.1,1,0,1,0,0,0,0,1,0,0,0,0
32,1,1,0,0,5,1,157.0,4,1,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
32,0,1,0,0,5,3,641.0,1,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
35,0,1,1,1,5,5,65.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,0,1,0
21,1,1,0,1,7,3,198.0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
34,1,0,1,1,5,3,256.0,3,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0,0,0,0,1,0,0,0
42,0,0,0,1,5,1,361.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,1,0,1,0,0,0
31,1,1,1,0,7,4,380.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
52,0,1,0,0,11,4,134.0,3,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
55,0,0,1,0,7,4,371.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
43,0,1,0,1,5,2,201.0,4,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
32,1,0,0,0,7,5,221.0,4,1,-1.7,94.215,-40.3,0.896,4991.6,0,0,0,1,0,0,0,0,0,0,0,1
52,1,0,0,0,5,3,321.0,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,1,0,0
28,1,0,0,1,6,3,262.0,2,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
56,0,1,1,0,8,1,126.0,2,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
56,1,1,0,1,5,5,346.0,1,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
48,0,1,0,1,5,1,55.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
37,1,1,0,1,5,2,370.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,1,0,0,0,0,1
53,0,1,0,0,11,5,129.0,4,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
57,0,1,0,0,8,4,202.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
54,0,1,0,0,8,4,250.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
45,0,1,0,0,8,4,167.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
43,0,0,0,1,6,4,145.0,2,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
35,1,1,1,0,11,3,51.0,1,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,1,0
34,0,0,0,0,8,4,485.0,3,1,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,0,1,0,0,0,0,0,0,1
33,0,0,0,1,5,5,152.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
30,2,1,0,0,8,5,77.0,9,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
48,0,1,0,0,8,1,105.0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
43,0,1,1,0,7,2,393.0,2,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
28,1,1,0,1,6,1,243.0,2,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
24,1,0,0,1,5,2,421.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
28,1,1,0,1,5,1,101.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
33,0,0,0,0,3,5,119.0,2,3,-1.8,93.369,-34.8,0.649,5008.7,0,1,0,0,0,0,0,0,0,0,0,1
27,1,0,1,0,5,4,308.0,1,1,-1.8,92.893,-46.2,1.327,5099.1,0,0,1,0,0,0,0,0,1,0,0,0
25,1,0,0,0,7,5,96.0,3,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
19,1,0,1,1,7,1,567.0,1,2,-1.7,94.215,-40.3,0.827,4991.6,1,0,0,0,1,0,0,1,0,0,0,0
29,0,1,0,1,5,1,124.0,42,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
30,0,0,0,0,8,4,56.0,4,0,1.4,93.444,-36.1,4.962,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
33,0,1,0,1,6,3,379.0,5,0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
45,0,1,0,0,4,5,303.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
41,1,1,0,0,7,4,90.0,3,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,0,1,0,0,0
30,0,0,1,1,7,3,27.0,16,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
37,0,1,1,1,7,3,225.0,2,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,0,0,1,0,0,0
67,0,0,0,0,8,1,300.0,3,0,-1.7,94.027,-38.3,0.898,4991.6,0,0,0,0,1,0,0,0,0,1,0,0
34,1,1,0,0,8,5,82.0,3,0,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
35,0,1,0,0,5,3,466.0,2,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,1,0,0,0,0,0,0,0,1,0
25,1,1,1,0,5,5,137.0,4,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
37,1,1,1,1,5,1,163.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,1,0,0,0,0
37,2,1,0,1,6,5,7.0,12,0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
34,0,1,0,0,5,5,47.0,2,1,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
26,1,1,0,0,5,4,535.0,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
47,0,0,0,0,8,4,135.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
36,0,0,0,0,5,4,227.0,2,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
36,0,1,0,1,5,1,260.0,3,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
31,1,0,0,0,8,4,69.0,3,0,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
35,0,0,0,1,5,1,131.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
29,1,1,1,0,6,3,431.0,2,2,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,1,0,0,1,0,0,0
45,2,1,0,1,5,4,229.0,4,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,1,0,0,0,0,0,0,1
33,0,1,0,0,11,3,418.0,2,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
26,0,0,0,0,7,2,503.0,6,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
41,0,0,0,1,5,4,74.0,2,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
39,0,0,0,0,7,1,222.0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
25,0,0,1,0,5,4,136.0,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
44,0,0,0,1,6,2,154.0,5,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
41,0,1,0,1,5,4,126.0,1,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,1,0,0,0,0,0,0,1
47,0,1,0,1,5,5,237.0,1,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,1,0,0,0,1,0,0,0
38,1,1,0,1,6,1,108.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
41,0,1,0,0,9,1,394.0,2,0,-3.4,92.379,-29.8,0.771,5017.5,0,0,0,0,0,0,1,0,0,0,1,0
35,2,1,0,0,5,2,523.0,1,1,-1.8,92.893,-46.2,1.344,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
38,1,0,1,0,5,4,266.0,2,1,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
59,0,0,0,0,8,5,186.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
36,0,0,0,0,5,3,133.0,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
60,1,1,0,1,6,5,11.0,5,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
34,1,1,0,0,5,3,19.0,11,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
41,1,1,0,1,5,2,214.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
42,2,1,0,0,5,5,163.0,1,1,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,1,0,0,0,0,1,0,0,0
29,1,0,0,1,5,1,208.0,4,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,1,0,0,0,0,1,0,0
28,1,1,1,0,5,4,275.0,2,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
27,1,1,0,0,5,2,41.0,3,1,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
35,0,1,0,0,8,2,12.0,12,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
53,0,1,0,1,5,1,65.0,3,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,0,1,0,0,1,0,0
44,1,1,1,0,7,2,70.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,1
33,0,1,0,1,5,5,211.0,2,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,0,0,0,5,5,364.0,1,1,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,1,0,0,0,0,0,0,0,1
38,0,0,0,0,12,3,415.0,1,2,-3.0,92.713,-33.0,0.721,5023.5,1,0,0,0,0,0,1,0,0,0,0,1
33,0,0,0,0,7,1,145.0,2,0,1.4,93.918,-42.7,4.96,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
47,2,1,0,0,5,2,105.0,1,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
31,1,0,0,0,8,1,413.0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
34,0,1,0,0,5,2,106.0,3,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
52,0,1,0,0,7,1,88.0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
57,0,1,0,1,5,3,59.0,2,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,1,0,0,0,1,0,0,0,0
60,2,1,0,1,6,1,420.0,4,0,1.4,94.465,-41.8,4.96,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
29,1,1,1,0,5,4,10.0,10,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
37,1,1,0,0,7,3,256.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
30,0,0,0,0,11,3,308.0,5,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,1,0,0,0,0
